6.065320533494031885e-01,6.851954156231061521e-01,9.739720630511328192e-02,6.438609091094145143e-01,4.590463034185603419e-01
3.297678158433225981e-01,4.758409063912483195e-01,4.841038759016685900e-01,6.792210327881694765e-01,5.723718547083398445e-01
7.910679279271749520e-01,1.762252156244228374e-01,8.613445902691559963e-01,9.679244369432066231e-01,9.747993928358134053e-01
2.475686760446338397e-01,4.443372249417285591e-01,9.195389887166984799e-01,1.960874049304448530e-01,9.916567537254539211e-01
6.367945820682420210e-01,9.342528658038102840e-01,7.852158158403265142e-01,8.696752148367116186e-01,3.788962074352131282e-01
6.317021077182841671e-01,6.038541168164435202e-01,7.971595211232462841e-01,6.290297355202254526e-01,6.251309555973866283e-01
5.624006622660592258e-01,8.170243579451514915e-01,6.102248385220374605e-01,8.245099427909130529e-02,2.820208862867636945e-01
9.723438081420645585e-01,5.839004663030664677e-01,1.967413137764387754e-01,3.055375677779800236e-01,9.566756797598284789e-01
5.848960073896265488e-01,8.618386366412678079e-02,2.527118886314232427e-01,2.214799208765994010e-02,8.782877166842981698e-01
8.831237069956097141e-01,4.399664181002587160e-01,4.314061717597739154e-03,5.736707379702625786e-01,4.356035223454377547e-01
4.868584689372682517e-01,4.251231345099976133e-01,2.437516297226880457e-01,4.543274504197235553e-01,7.423140845494751172e-01
9.841054463668512664e-01,4.477812523468063244e-01,4.594187907180180552e-02,5.040260066040267439e-01,9.668649817244531208e-01
4.069450744909941520e-01,3.550514800194637388e-04,7.231847428006865641e-01,5.193369608264857273e-01,9.394627496911400755e-02
9.272738514537383070e-01,8.804144438095370395e-01,4.805080011316665844e-01,8.267268208930763640e-01,3.917256092961562963e-02
3.671303659808411446e-01,6.195477237836281015e-01,6.462560459981270267e-01,6.320749987960775362e-01,4.606592857656673923e-01
3.609050320133355694e-02,7.251043678394113456e-01,3.139691216957831710e-01,9.374788835025220646e-01,9.025548655724556779e-01
1.206356751829237295e-01,8.075708053250031382e-01,6.246277340692873992e-01,1.580296474755142899e-01,1.056444348439441461e-01
7.452123447448260052e-01,3.023166608003230449e-01,7.578942455998254335e-01,9.046507431377998065e-01,1.625351433042696581e-01
3.418206699048872421e-01,1.506589812805185780e-01,1.627765792628120822e-01,7.631808153744090717e-03,7.676445248116448017e-02
5.520658271252665283e-01,3.970022035899049007e-01,4.962216104722579901e-01,8.550365355244795573e-01,6.174831095110917545e-01
9.479313025899084311e-01,6.105319247857932119e-02,5.235851957058385020e-01,8.551674293609118349e-01,4.784145206641865489e-01
8.480544665600997511e-01,2.370723134635310814e-02,3.348903791156853105e-01,9.374603202777973543e-01,7.299009233450860501e-01
3.922868993296410034e-01,6.069952312521010862e-01,8.591934900529835106e-01,9.568304051935608845e-01,9.451456267366663555e-01
2.014395395445822690e-01,2.094247890733003103e-02,9.430706546946332480e-03,9.102223978731626142e-01,1.863082927155808033e-01
4.753056525918960551e-01,4.783374272461143883e-01,5.686366339051063257e-02,4.935318048323819040e-01,5.046520314013580588e-01
8.495559261324900913e-01,2.655127652963752416e-01,1.651271294461146288e-01,7.860461849223875364e-01,9.641553532707902718e-01
8.971507481770170100e-01,1.065990580684887945e-01,7.355209370887952902e-01,2.739716151916751219e-01,3.680078593826970890e-01
2.707187358263396515e-01,3.269059923473268681e-01,6.846813415452404072e-01,2.312248832721519598e-01,1.709835823171045321e-01
6.256846467363449404e-01,4.292515651484962724e-01,9.950614257076928482e-01,1.758990342244205474e-01,2.532728465448177424e-01
5.320363182032243898e-01,2.326835543648365645e-01,6.777459688134381821e-01,7.106550015511819973e-01,3.015732237993878906e-01
2.856813758799445768e-01,5.165433437423418983e-01,4.124211893681835051e-01,8.505034692979125399e-01,9.905208931987404819e-01
6.934277300818716405e-01,3.621405885834216853e-01,4.302423813218946291e-01,7.564418036335279760e-01,1.428745486859139824e-02
7.032973420005369514e-01,4.407554781829309265e-01,2.554653425084524310e-01,7.160590375861767276e-01,5.478644763480489122e-01
9.234693390967702031e-01,6.646582303655421686e-01,1.715202952679284465e-01,4.385732239774596808e-01,2.044766070822190418e-01
2.401141330370781812e-02,2.399002582335260092e-01,8.925812896745034530e-01,6.937892375522851651e-01,2.961429690271515369e-01
3.979682535047028846e-01,7.146005291827551842e-01,4.396105567105874634e-01,6.434253812328977196e-01,1.887874553841744074e-01
5.288396907521591972e-01,2.786762339135124833e-01,4.987406763683326361e-01,8.583369953827824084e-02,4.174618305258956941e-01
1.015391902323403706e-02,8.946904376497286648e-01,4.422580339669551774e-01,2.426869480444171501e-02,3.664125673028231223e-01
6.438714961265235015e-01,5.836640631966846238e-01,8.675518293661439451e-01,3.463635437014834784e-01,8.262952404863119771e-01
3.718855365662370183e-01,1.207901836104512405e-01,7.950719253208470283e-01,2.330206677691600836e-01,4.645043775310757628e-01
2.986461397158084452e-01,4.118778896129432487e-01,8.778427346884986049e-01,1.233279682919057318e-01,9.487576238255150951e-01
2.021460898546856289e-02,5.290620804650271181e-01,3.907209247500199600e-01,1.802671886455571304e-01,1.156086562894298453e-02
1.411082297892106707e-01,1.254499759582499152e-01,9.488294922298586842e-01,4.499669027877832850e-01,5.625037125709797525e-02
7.805822667934854131e-01,8.957582000346899775e-01,4.344719730118697942e-01,8.352706825932443291e-02,2.793396131829177786e-01
4.675381941140024367e-01,2.305052557516121814e-01,5.619334752994077364e-01,3.816652864411151924e-01,4.755523977821453085e-01
6.174052106052072553e-01,6.173301369551563722e-01,3.755380130019851936e-01,5.828263567615536989e-01,8.340993060716022089e-01
3.252302563088492748e-01,8.470256312841267787e-01,6.244853876836410356e-01,4.166917875587585751e-01,3.410733281120632565e-01
